#ordinal	x	y	z	name	classtag	bodies
14700	5100336	-5995542	-152474	INTERGALISIA	3	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
14736	5293552	-6036774	-744731	JLJ-FUELSOURCE-1	6	
14737	4807120	-3151397	560749	RAELC	10	1
14739	721776	-832366	1626376	RAGE	3	1,2,3,4,5,6,7,8,9,10
14750	-194640	-122325	-436142	MARIYANA	6	
14752	187856	-215683	169609	ALISON MOORE	6	
14753	3879984	-4816450	-129221	REVOL	6	
14754	7027472	-3722117	-548120	ENOLA	6	
14755	-81072	-26100	335987	KHAPHIR	0	3,4,5
14759	156784	-45538	180587	BUMMER	7	
14760	-150000	-39252	322785	BIG BUMMER	0	
14761	-525712	-33043	-28515	ANOTHER BUMMER	0	
14764	-332496	19693	-380818	GAV	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
14769	-401424	-40691	-572487	SF 01	6	
14770	-1028560	63934	-1587468	AGHE	1	1,3,5,7
14775	-866416	126340	-1921070	SC 01	2	
14776	-790704	100087	-1479468	SC 02	2	
14986	4228560	-4635214	-1422025	DEBBIE NEAVE	6	
14987	5493552	-4226325	-955898	PENROSE	6	
14988	-25712	-484974	-543893	KIPLING	6	
14989	4279984	-4542790	-403559	LOKI PULSAR	11	1
14991	4362480	-4519787	426900	GEMINI	7	1
14993	4417840	-4500830	-376139	HOPE HIDES HER FACE	0	1,5
14994	3948912	-4453743	35317	LIKEHOME	0	5
15011	3552848	-4833415	-1452226	REFUEL	6	
15012	3414992	-5889610	-1548918	WHITE CORE	2	1,2,3,4,5,6,7,8
15021	2952848	-6448045	-840503	PARSIS	1	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
15094	718928	-140751	-482698	HOMECOMING	6	
15238	1218928	-781336	-929477	SUPERGIANT	4	1,2,3,4,5
15244	1663568	-1012827	-908598	ANCIENT LONER	2	
15245	2163568	-1586571	-1137857	ARGONAS	3	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
15305	2108208	-1634064	-606358	QOUIR	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
15329	1994640	-1737547	-1322785	SQUIN	5	1,2
15332	2018928	-1964914	-1734179	MEDUSA	8	2,3
15335	1981072	-2048511	-2098533	GAVON	0	1,2,3,4,5,6
15342	1698576	-2677692	-2724758	KILLING STAR	11	1,2,3,4,5,6,7,8,9
15352	1053936	-3309433	-2578877	K192	0	1
15354	1047152	-3482904	-3009819	TARIA	0	1,2,3,4,5
15360	678224	-3604268	-2849377	S121202	7	
15361	4235344	-4335168	-1114734	KANEIKULA	3	10
15365	2663568	-5330720	-1876128	JDB	6	
15366	3890704	-4620850	-1463671	GARRETT	1	1,2,3,4,5,6,7,8,9,10,11,12,13
15380	3959632	-4640688	-1506280	STAR OF THE LID	6	
15381	650000	334495	-479908	AALIYAH	6	
15382	4673200	-4777290	-1354493	LISA LEFT EYE LOPES	6	
15383	3901424	-4419817	-2735705	REMOVABLES	6	
15390	2356784	-2186750	-1809294	GOODNIGHT	6	
15395	456784	38629	98053	ERITHROS	0	1,2,3,4,8,14
15401	112144	-140438	-263757	ARMONIKOS	0	6
15403	36432	-133110	-695798	YAYOI	0	4,5
15410	1077136	-143103	570971	SABURE	8	2,3,12
15413	1514992	-124242	439246	MOORLIA	8	1,2,5
15418	3728560	-4416425	-941518	HOBOTHIAN RUNAWAY	10	1,2
15420	3617840	-3736039	385371	JEFFOK FUEL001	6	
15423	4038192	-4540663	1234849	SNOZEN PRIME	3	1,2
15424	74288	-149145	-633450	MINGEOS	0	1,2,3,4,6,7,8
15432	1039280	-1848638	421636	BLOGENSTEIN	0	1,2
15435	1377136	-1874191	461422	CRASH	0	1,2,3
15439	956784	-1809441	-381050	UBERDAN	11	1,2,3,4,5,6,7,8
15448	656784	-1833028	-143151	GONDO	9	1
15451	274288	-1890634	-647096	NEO GASTAR	6	
15452	-94640	-1879331	-528829	COROSIA	7	1
15457	-32496	-1907498	-927835	PLIGHT	0	1,2,3,4,5
15460	381072	-1932089	-429498	MELTOS	4	1,2,3,4,6,7,9,13,14,20,21,25,30,36,39
15465	670352	-437173	502845	CHAOTICA	0	1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
15504	952848	-422047	1176320	LOCKSTAR	7	1
15506	870352	-393929	579004	GASTAR VII	6	
15507	1352848	-399675	689378	GARN	8	1,2,3,4
15512	1052848	258546	1047937	DARKSTAR	0	1
15514	1559632	105216	1085097	JETSET	10	
15515	1859632	120202	636087	GASTAR VIII	6	
15516	2052848	95547	-36852	GASTAR IX	6	
15517	2077136	58965	-475972	DEATH	11	
15518	2677136	115059	-907956	DOC	7	
15519	3059632	-136884	-329833	CLAVIX	5	1
15521	2783920	-142560	-778534	DAST	3	
15522	563568	-437608	261632	GLQX	11	1,2,3,4,5,6,7,8,9,10,11
15686	3052848	-4243317	-846214	WORLD SIEGER	10	1
15688	3390704	-4278474	-1003565	SENGIR	10	
15689	3566416	-4154920	-689821	FORGOTTEN OF TIME	0	1,9
15692	3650000	-5049404	-3434796	ONE NO-ONE	0	
15693	3256784	-4947649	-2921800	TAFFER	6	
15694	2904272	-4131453	312012	EXCLUSIVE	0	
15695	2466416	-4128367	479619	LAURIE ANDERSON	0	1,2,3,4,5,6,7,8,9
15705	2559632	-4322851	120166	FEELING BETTER	6	
15707	2804272	-4333223	378476	IODINE	0	6
15709	1952848	-4313160	256946	LYGHT	8	6
15711	1577136	-4292069	78342	GAUL	0	3,4,5,13,27,35
15724	4055696	-4146452	352242	SNEAKER PIMPS	0	1,2,3,4,5,6,7
15725	-381072	-614178	628365	AWFATNEKR	6	
15726	25712	-524397	599561	DEAD MARTYR	6	
15727	1274288	-4443493	-1784892	TIAM	9	3,13,15,19
15732	1243216	-298375	-1471960	MALAWI	9	3,6,7,9,18,19,20,22,39,41,50,52,53,54,55,57,62,66
15751	3408208	-420650	-1856116	RINI	1	1,3,4,6,10,14,19
15763	3256784	-5147061	-2681606	JADE SPHERE	0	4
15765	1377136	-6524911	257731	GATOUS	1	24
15766	390704	-7530998	2076926	FERRITE	0	
15767	1776048	-6136152	3590978	ALDRIN	0	3
15771	1755696	-7604252	2399357	KITTYIOUS	0	3,5
15774	143216	-72699	-337506	SIBERIA	0	2,5,18,20
15778	4217840	-4551864	-231461	GENOSIS	11	1,2,3
15791	5438192	-4045464	-217271	LISTA 84	6	
15808	3383920	-3984937	-1435301	LISTA 85	6	
15809	5859632	-5010613	-3249035	LISTA 86	6	
15810	153936	-6892714	-1740149	LISTA 87	6	
15837	-70352	-87006	-946942	LISTA 88	6	
15863	405360	-626505	-938565	LISTA 89	6	
15871	3677136	-4540439	-2139806	LISTA 90	6	
15900	3752848	-4441158	-1717445	LISTA 91	6	
15936	1322864	-4526047	-2757837	LISTA 92	6	
15946	5865328	-4801802	1061795	LISTA 94	6	
15964	2521776	-4715370	-131390	LISTA 95	6	
15979	3442128	-4330971	171855	LISTA 96	6	
16014	2966416	-4344856	59344	LISTA 97	6	
16044	3290704	-5837570	-849974	LISTA 98	6	
16050	898576	-826658	-1854582	LISTA 99	6	
16052	4017840	-5233971	-3907	SHOOTER	10	
16053	3479984	-5404507	231264	HAWKIN	7	
16054	3473200	-5482739	44853	TURNER	7	
16055	3604272	-5632627	-325939	NISSAN	11	1
16056	3328560	-5628964	-535686	GOLDIE	0	
16061	3290704	-5637570	-892839	AURON	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
16062	4648912	-5743891	-726921	AZURIA	1	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
16107	3552848	-6145109	-1343871	STRATUS	0	1,2,3,4,5,6,7,8,9,10,11
16384	3377136	-4358630	-1800092	NOCTURNAL	0	4
16386	3159632	-4949345	-683883	OHSOLONELY	0	1
16387	2659632	-5271140	-236534	NASAT	0	3
16389	4517840	-4625313	-517790	FUTURE REFERENCE	4	1,2,3,4,5,6,7,8,9,10
16390	4793552	-4697362	-321579	REST STOP	6	
16403	3366416	-4787233	-268194	KUBRICK	8	35
16404	1777136	-4859226	-132601	ROCKET	1	5
16406	936432	-5474889	-1542464	SAMARITAN	6	
16407	781072	-303427	-946407	ROUGE	4	
16409	3821776	-4829682	-1482257	JED THE HUMANOID	1	3
16410	5869264	-5201184	-917539	THE SPARK THAT BLED	0	3,7
16412	6200336	-5325679	-1343998	BRAIN DAMAGE	0	1,2,3,4,5,6,14
16421	3752848	-4041158	-1634916	MIRAGE OF LIFE	0	1,2
16424	3708208	-4049889	-2205765	PHILOSOPHY	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
16477	3539280	-4035183	-2130392	FOUNTAIN OF DREAMS	6	
16478	3301424	-4040099	-2178125	EXPLORER'S HOPE	0	1
16481	3432496	-4021553	-2394337	RUBY EYE	3	1,2
16485	3063568	-4028950	-2269590	MACHIAVELLI	0	1,2
16487	2863568	-4044792	-1889762	HOLLOW POINT	3	6
16489	174288	555611	-631997	BLINKER	11	
16490	-463568	578235	-248821	TWINKLY	8	1,2,3,4
16495	-932496	568957	275471	DRESSED UP NO PLACE	0	
16496	-601424	478140	-356998	OUELLETTE	0	1,2,3
16500	3052848	-4343317	-758758	ANJI	3	
16502	2614992	-4349004	-633035	BRIGHT EYES	0	1,2,7
16504	5038192	-4896797	274497	KALTRIDOR	0	2
16508	5589616	-4963084	639843	PHEENER	0	1,2
16509	6358544	-4607758	66541	NOUVALLA	0	5
16511	-50000	-46418	202518	TONAL	0	
16512	456784	-161371	118442	TECHRON	6	
16513	732496	-221830	329207	CARNEROS	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14
16528	1008208	-231376	523199	YRIDITH	3	1,2
16531	3648912	-4532863	257811	NSF 02	6	
16651	3459632	-4295682	-737647	DYNAMIIS	10	2
16656	-12144	-472689	269004	LOVELY-AMBER	0	5
16657	232496	-556762	765234	GREY SHIFTER	6	
16658	1101424	-941014	53434	FAILED HOPE	0	
16660	877136	-1075946	759295	ABUNDANCE	0	3
16661	1152848	-1131650	1166457	KJW FUELUP	6	
16872	2446064	-4229519	-567104	ELUSINA	0	1,2,3,4,5,6,7,8,9,10,11
16884	2746064	-4223250	-933050	DISTROPHIKA	4	1
17048	2763568	-4688046	-1921440	LAURANA	0	3,4,6,14,16
17071	2870352	-4893903	-1697850	ALTEA	0	1,2,3,4,5,7,8,12,13,14,16
17072	3039280	-4757874	-1629490	ARANVAL	0	1,2,3,4,5,6,7
17075	1943216	-4778968	-2211249	XEDURIA	0	5,23
17076	1229648	-4810891	-2287914	LUVEROSTINOY	0	3,5
17079	1343216	-4776878	-1622774	FERMONIDUS	0	13,30,32,43
17084	674288	-4796319	-1143186	DEMOPRAXIA	0	5,7
17087	181072	-246421	-345421	TAI HEXIS	1	1,2,3,6
17094	3946064	-4598171	-2025951	CASSUS	5	1,2,3
17096	3452848	-4518536	-1183512	WISPY'S STAR	1	1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
17168	339280	598238	1172580	DARKLING	6	
17169	456784	-261371	63101	ALBINONI	6	
17170	3831408	-4271991	1075736	CCCPTV	6	
17171	3635344	-4413073	-437495	THOM	2	1,2,3,4,5,6,7,8
17193	4142128	-4782625	-641787	CHEK	4	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
17204	4066416	-4819160	-926375	YEESE	10	1,2
17207	4373200	-4823248	-1020911	WASTE OF TIME	6	
17208	4973200	-4731331	-1675245	SPRAK	7	1
17210	4490704	-4735203	-2066666	TUGAR	5	1,2,3,4,5
17216	2983920	-5635971	-952172	ANNRE	2	1,2,3
17220	3059632	-5632348	-554450	ZENNA	11	1,2,3,4,5,6
17227	3052848	-5636380	-959161	GALLID	5	1,2,3,4
17232	2708208	-5623615	-1164802	OLMEC	5	
17233	2632496	-5972588	-1555296	ZOMEC	5	1,2
17236	2594640	-6276362	-1885446	IMMA	5	1
17238	2181072	-6434179	-2221629	UKA	5	1,2
17241	2556784	-6427335	-2012363	PALLI	5	1
17243	2863568	-6645371	-2030915	GRUBB	5	
17244	3263568	-6640613	-2224383	GILLREUN	5	1,2
17247	3570352	-6740459	-2423724	NIKKA	5	1,2
17250	3263568	-6712529	-2502934	MINA	5	
17251	3425712	-7044402	-2823452	EX	5	1
17253	3563568	-7022361	-2839824	GILGAN	5	1
17255	3125712	-7046492	-2523938	YEEMA	5	1
17257	3081072	-7069688	-3236482	BROWN THUNDER	5	1,2,3,4,5
17263	3450000	-7035072	-3236102	CO'ORD	5	
17264	3763568	-7037011	-3022940	FLUMM	5	1
17266	3550000	-7042238	-3384053	RHINO	5	
17267	3850000	-7050000	-3950000	SABRE	5	
17268	4081072	-7029104	-4229008	GOMA	5	1,2,3
17272	4574288	-7137787	-4893775	RHEAN	5	1,2
17275	4567504	-7123875	-5320969	MAGA	6	
17276	5556784	-7053610	-4938331	YUI	4	1,2,3,4,5
17282	5663568	-7046546	-4877364	HAGA	10	
17283	5970352	-7038092	-4780067	Y'KAA	10	1,2
17286	4518928	-7029982	-4274515	GHIRAN	10	1,2
17289	4850000	-7004320	-4712138	MIGAS	6	
17290	5287856	-7032383	-4982269	YERSA	9	1
17316	5470352	-7001368	-4266745	GOJI	9	1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
17330	4901424	-7021609	-3812714	CAMB	6	
17331	4356784	-6969723	-3976619	YE'KAA	6	
17332	3274288	-7682286	-3768411	PAIEE	2	1,2,3,4,5,6,7,8
17342	3736432	-7612209	-4387488	YOGOMA	2	1,2,3,4
17349	3660720	-7595727	-4847289	YAGRIMA	2	1,2,3,4,5,6,7
17354	3078224	-7621881	-5338929	UNKOWS	2	1,2,3,4,5,6
17393	6050000	-8159236	-5853817	GLARI	5	
17394	5925712	-8139605	-5225608	REGIS	10	
17395	5870352	-8152104	-4645931	GORI	10	1,2
17398	6439280	-8160862	-4947557	URR'KAAL	10	1
17400	5956784	-8165851	-5435792	SHEEMA	11	1,2,3,4,5,6,7
17408	5425712	-8286779	-4787371	UMMA	11	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
17428	5756784	-8277784	-5438279	YAKI	11	1,2,3,4
17433	6301424	-8345475	-5243911	VIKA	11	1
17435	5681072	-8345525	-5775509	YAMA	5	1
17509	3609296	-8257213	-5922593	RAMAS	2	
17512	2257872	-8270892	-5709617	ZENA	2	1,2
17514	3828560	-4247754	-1085502	SILVA	6	
17516	3366416	-4232527	-498413	SWEET HOME	0	1,2,3,4,5,6,7,8,9,10,15,16,21,28,30,31,32,33
17531	2683920	-4230319	-693965	RED SHINE	3	1,2,3,4,5,6,7,8,9,10,14
17543	2183920	-4569112	-120606	WALZ	8	1,2,3,4,5,6,7
17551	2314992	-4633776	-411379	BELLAMI	7	1
17553	2721776	-5051775	-344062	SPECULA	11	1,2
17556	2139280	-5372503	-704619	LONG RANGE	6	
17557	1863568	-5424170	-927775	LIQUID CRYSTAL	1	1,2,3,4,5,6,7,8,9,10,11,12
17600	4931408	-2454377	-66691	LISTA 104	6	
17735	2750000	-250000	-2850000	AKTRE	8	
17737	2750000	-50000	-2850000	LISDHA	1	
17748	5524624	-4546389	-1030383	LISTA 108	6	
17749	5579984	-4543688	-1666794	SEVEN-1	7	
17750	5817840	-4550374	-1828775	SEVEN-2	7	
17751	6079984	-4751067	-2428084	SEVEN-3	7	1
17753	6173200	-4785353	-2825891	SEVEN-4	7	1
17755	6748912	-4745408	-2848957	SEVEN-5	7	1
17757	7862480	-4941909	-3095738	SEVEN-6	7	1
17759	8300336	-4959123	-3440871	SEVEN-7 EXTRA SPLASH	7	1
17814	3886768	-4748498	236143	LI+SOURCE	6	
17816	3421776	-5225800	-1045403	LITHIUM+	6	
17818	2908208	-5407513	-1420459	SOL	0	1,2,5
17825	-287856	-97763	57380	THE LONELY STAR	0	
17832	3673200	-4545717	-167370	ANCAP	6	
17906	3804272	-4398014	-524676	AMATISTA	9	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
17915	2256784	-3950922	-1662661	PARSIS' DWARF	7	
17916	2601424	-3943702	-1517513	VALDEZ'S STAR	6	
17917	2656784	-3263163	-2085174	SVEZDA	0	4
17926	3635344	-4513073	-476087	POSTO CHARLANTI	6	
17927	4093552	-4868400	392217	CHARLANTI GAMA	0	6
17929	3566416	-4323957	-480174	CHARLANTI DELTA	2	
17930	3377136	-4420152	-1540652	CHARLANTI THETA	0	1
17932	3352848	-4591963	-1063331	LELEFODAO	0	1
17933	3246064	-4612800	-1346055	CYTRY	0	6,15,16
17937	3414992	-4589610	-1473286	STERIL	0	
17938	3746064	-4602351	-1932130	STERIL2	0	
17939	3877136	-4607596	-2277855	SPECUL	0	3,24
17942	3870352	-4636279	-2652638	MERCIA1	0	3
17944	3832496	-4646036	-2821847	CAETANO1	0	3,4,5
17948	3863568	-4663265	-3064490	OASIS SPACE GAS	6	
17949	3494640	-4634583	-2810538	LKENSPLY	0	3
17951	3717840	-4660522	308917	COZA I	0	1,2,3,4,5,6
18395	3752848	-5141158	-1665262	PITSTOP 9	6	
18396	3852848	-5160565	-1755336	RUNAWAY 2	10	
18397	3952848	-5179972	-1848799	SERENADE LAVENDER	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
18398	4052848	-5199379	-1945650	ALPHA DENGIS	3	
18399	4152848	-5218786	-2045890	BETA DENGIS	7	
18400	4252848	-5238193	-2144832	GAMMA DENGIS	11	
18401	3946064	-5298171	-2109764	DELTA DENGIS	1	
18402	3977136	-5295690	-2137427	EPSILON DENGIS	9	
18403	4014992	-5320064	-2135424	ZETA DENGIS	0	
18404	3877136	-5304946	-2146032	ETA DENGIS	5	
18405	3877136	-5407596	-2223971	THETA DENGIS	9	
18406	4046064	-5396081	-2229556	IOTA DENGIS	5	
18407	4183920	-5251796	-2142812	LAMBDA DENGIS	7	
18408	4046064	-5296081	-2136675	MU DENGIS	10	
18409	3639280	-5335502	-2212754	NU DENGIS	0	
18410	4152848	-5418786	-2143247	XI DENGIS	8	
18411	4114992	-5425140	-2128881	OMNICRON DENGIS	3	
18412	4146064	-5393991	-2233581	PI DENGIS	10	
18413	4214992	-5430216	-2254357	RHO DENGIS	3	
18414	4183920	-5351796	-2121000	SIGMA DENGIS	10	
18415	4114992	-5325140	-2138296	TAU DENGIS	2	
18416	4083920	-5339555	-2057413	UPSILON DENGIS	1	
18417	4083920	-5439555	-2128652	PHI DENGIS	8	
18418	4014992	-5420064	-2060371	CHI DENGIS	10	
18419	3946064	-5398171	-2140461	PSI DENGIS	10	
18420	4314992	-5235292	-2369456	OMEGA DENGIS	8	
18421	3508208	-5097063	-1991856	KAPPA DENGIS	4	
18548	3890704	-5020850	-1539591	WANDERING MINSTREL	10	1
18579	3408208	-5120650	-1875470	RUNAWAY 3	10	1
18581	3263568	-5240613	-2259806	ARERETREI	5	
18583	2718928	-5334162	-2425086	NLG'2873	8	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
18599	2950000	-5350000	-3050000	NLG'0319	8	
18600	2912144	-5332376	-3099987	NLG'7286	8	
18601	2812144	-5346707	-3024287	PITSTOP 10	6	
18602	2767504	-5338228	-3501535	NLG'5220	8	
18603	2353936	-5345300	-4116543	NLG'1004	4	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18629	4773200	-4651613	-1520195	XARVARC	8	1,2,3,4,5,6,7,8,9,10,11,12
18642	4414992	-5240367	-2433095	RUNAWAY 4	10	1
18644	4928560	-5278806	-2232144	GALTHERG	8	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18709	4041040	372068	3374470	ASKEW 180	7	1
18710	3903184	41353	3093622	ASKEW 181	3	1,2,3,4,5,6,7
18711	3620688	-634106	2456427	ASKEW 183	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
18712	3551760	-333345	2308899	ASKEW 182	8	1,2,3,4,5
18713	3438192	-1233198	1856484	ASKEW 184	5	
18714	3224624	-1903689	1244567	ASKEW 185	10	1
18715	3348912	-2580912	597937	ASKEW 186	11	1,2,3,4
18716	3273200	-3143550	72071	ASKEW 187	9	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
18717	3259632	-3816283	-590463	ASKEW 188	7	
18718	3659632	-4527550	-1163661	ASKEW 190	9	1,2,3,4,5,6,7
19361	3283920	-5272695	-1249674	ASKEW 200	8	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
19537	4773200	-4804238	-1220168	ASSALMAR WEREING	8	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
19557	4979984	-4813850	-1071484	PITSTOP 41	5	1,2
20066	4911056	-4861916	-1319283	SAREIJH	10	1,2
20069	4979984	-4849294	-1346433	TEIRATHRA	7	
20070	4942128	-4822933	-1328747	DEIRRAS	8	
20071	4942128	-4922933	-1440887	EARIETH	5	
20072	5011056	-4857736	-1353633	IAERALLA	2	1
20074	5248912	-5047794	-1305909	YITHEASTER	8	1,2,3,4,5,7,8,9,10,11,12
20087	187856	-115683	133167	ORIAHSLA	7	
20088	-250000	267914	367053	YAKULANTERN	4	
20089	156784	215042	358760	ERITREIANGAMA	1	1
20090	356784	-2863	-23661	HRENAN HALO	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
20096	363568	177043	381957	ERITRUNGUL	3	
20098	470352	472659	722038	RALLAIMRALA	8	1,2,3,4,5,6,7,8,9,10,12,13
20111	-356784	-249112	74478	GRELLIKALYA	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
20130	4128560	-4303885	-1407510	FIRESKY	3	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
20133	4686768	-4539542	-584216	BLIGHT	4	2,9
20136	3935344	-4524120	-786596	BLINDED EYE	11	1
20138	4311056	-4686995	-684572	HIGH LIGHT	2	1,2,3
20142	4862480	-5308953	-280670	NULL	6	
20143	5476048	-5957484	82716	YBARRA	1	
20144	5469264	-6372338	-331449	AKAISA	0	1,2,3,4,5,6,7
20152	5507120	-6388421	-240910	CADOR	6	
20153	5138192	-6376196	124376	JUNIO	6	
20157	357872	-4612396	-3751287	LITHI+	5	
20197	4252848	-4238193	-2160799		7	
20198	70352	64869	1319764	FRAUD	0	1
20201	-598576	88246	1694346	TRIPLEX	8	10,11
20204	-1205360	63627	1935255	AMSCRAY	0	3,4
20208	-495728	131550	3777911	OREH	0	6
20210	3021776	-4421918	-662179	ICELY	6	
20211	-643216	221620	1043917	DOMINORAL	0	1,2,3,4,5
20213	-718928	220160	639955	JELIM	6	
20218	2770352	-5828842	-1328582	HUR	8	
20219	2270352	-6002262	-1149713	FUELER	6	
20220	1870352	-6120454	-719006	IONICA	11	1,2,3,4,5,6
20227	412144	-28516	-525534	BYRON	0	1,2,3,4,5
20233	-18928	-229680	-137040	OLENARA	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
20261	3421776	-6125800	-1062368	CORNELIUS	4	1,2
20264	3283920	-6172695	-1224010	SHIRO	2	1,2,3,4,5
20270	4066416	-5645367	-1158831	AVON	1	1,2,3,4,13,14,15,16,17,24
20281	318928	-183426	-53503	JURACIA	0	1,2,3,4,5,6,7,8,9
20301	-12144	-372689	342906	TUMARIS	0	1,2,3,4,5,6,7,8,9,10
20322	-432496	-237632	-299351	BRAILLARLYA	3	1,2
20323	-325712	-131538	-30885	UNAVENHORON	7	
20326	150000	70323	-15	TRARTARTARNOV	0	
20327	387856	72395	-86023	DVERNARQ	7	1
20328	150000	-129677	3953	AEWIREK	0	
20329	218928	-169094	-26787	EVERBRIGHT	0	1,2,3,4,5,10,11
20338	4097488	-4132993	-1298211	FAELIN	4	
20341	3973200	-4425956	-714317	TARASOV	8	3,4,5,13,14
20345	3935344	-4424120	-719938	FUTILE GLOW	5	1
20347	4279984	-4342790	-412583	BELYI	0	1,2
20350	4179984	-4425408	-507835	OLD RED	3	1
20352	2456784	-4622578	-1886648	TANNED	5	1
20354	2556784	-4627335	-1923039	LONE RANGER	5	
20355	2494640	-4626202	-1803638	GRANDOISE	11	1
20357	2970352	-4684077	-1627871	WARMTH	4	5,7,39
20361	3177136	-4691473	-1519950	SCOPOS ALPHA	5	2
20364	3928560	-4410155	-1175568	DORESTAR	2	3,7
20370	4486768	-4507317	-341658	SOL-BADGUY	0	1,2,3,4,5,6,7,8
20379	4931408	-4854377	-136562	GREY FUEL	6	
20380	5369264	-4600105	-122686	A NEW HOPE?	0	1,2,3,4,5,7,17,31,38
20390	5700336	-4705097	-808001	PROTOMAN	0	1,5,6
20394	5551760	-4303333	561199	JASON'S STAR	11	
20395	-1032496	-1088368	337943	JASON'S YELLOW STAR	0	
20401	3466416	-4440059	-409823	MINUS	7	
20405	3404272	-4098312	-244696	SAGNAR	0	4,5
20412	3335344	-4102025	-194226	DRAGNIUS	0	1,2,3,4,5,6
20413	2859632	-4636208	-356909	BIG G	11	1,2
20417	2477136	-4803452	-740111	SLARMEK	0	1,6,7,17,33,34
20451	3577136	-5125788	-1981876	ICLE	0	1,3
20453	-101424	-656793	-841241	YILLIA	0	7
20456	-614992	-934031	-1248279	DUL	0	1,2
20459	-414992	-1138211	-1321849	NU	0	1,7
20461	4279984	-4942790	-385510	KULTHOR	2	1
20466	4279984	-4828393	-649180	KAFRION	9	3,25,27
20467	-166416	-810980	-2531009	FALLA	0	21
20470	18928	-140432	218872	BRAXOS	0	3
20472	43216	-394196	-236960	TARN	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
20474	-132496	-240917	-837969	JOJOS	4	3
20476	2959632	-1881649	-323664	LOTUS	0	1,2
20479	1150000	-901334	-1041098	PALAIOLOGUS	4	
