# case	record	name	stored_hex	x	y	z
# records=4194 cases=4332
2409	2306	BLU-FLOW	40bdc9fdc7d8bdef	3328560	-4328964	-529244
2410	2307	BELYI	40bdf4b5b613f1b5	4279984	-4342790	-412583
2411	2308	MUNCH	40be5139b9c96e60	4824624	-3836514	-419305
2412	2309	PURPLE PLEASURE	40be5803aa1de7e1	4079984	-5122422	-371686
2413	2310	WAIPOINT1	40be671c0e399dfa	4011056	-5199534	-373190
2414	2311	LYRON	40be801ab78ee53b	502512	-4848428	-3204780
2415	2312	POSTO CHARLANTI	40be82f4bfa804f5	3635344	-4513073	-476087
2416	2313	LOKI PULSAR	40bea66cdf9bb22e	4279984	-4542790	-403559
2417	2314	CALI	40bebd089bb4dcf3	3566416	-4223957	-522360
2418	2315	RED SHINE	40bec72a80d62e36	2683920	-4230319	-693965
2419	2316	KASHITAR	40becd1782f4ea94	3159632	-4561048	-547149
2420	2317	LILITH	40beded39c857531	3259632	-4516283	-536825
2421	2318	SALVATORE	40bee23a310cb586	3773200	-4746237	-441479
2422	2319	SAMARITAN	40bee3ffb94022ff	936432	-5474889	-1542464
2423	2320	OTRASOLAW	40bf11b191b86d6f	1656784	-4198096	-1143538
2424	2321	KEMPIS	40bf12e791045229	3635344	-4013073	-545271
2425	2322	WEASEL	40bf155334a2ddf3	2308208	-4517962	-763044
2426	2323	BIG REGRET	40bf161852ce159d	3328560	-4428964	-539822
2427	2324	VOIDAL LAMP	40bf3a2949821235	3773200	-4346237	-487472
2428	2325	GREY STAR 6	40bf40d87c87cb6b	4655696	-5629115	-305289
2429	2326	ACHERON	40bf417655eeb052	3673200	-6071914	-358756
2430	2327	VB005	40bf418d256b8806	1074288	-4684078	-1590118
2431	2328	SCHEERS_FIRST_FOLLY	40bf50fb88f06333	4111056	-4495355	-433804
2432	2329	KAOTICA	40bf558b72761d85	3704272	-4330857	-500013
2433	2330	FUGATIVE	40bf5c07c8787db5	2783920	-3842560	-750467
2434	2331	PARACLETE	40bf6ce6f553910a	753936	-4228283	-2523610
2435	2332	FALCATRUA	40bf7183c291b1e8	4824624	-4836514	-344964
2436	2333	LARAY FEMM	40bf782000000000	1550000	-3150000	-1650000
2437	2333	LARAY FEMM	40bf782000000000	-1650000	-3150000	1550000
2438	2334	NAMORZ	40bf7e8f0a11e64f	3635344	-4813073	-460792
2439	2335	SERAN	40bf921d6cf68b22	3328560	-3928964	-618003
2440	2336	LONG RANGE	40bfa263a5f02ec9	2139280	-5372503	-704619
2441	2337	FREERUNNER	40bfbcd5c3724f40	2546064	-5027429	-634745
2442	2338	SIBILLA	40bfcc88f8f5177f	3973200	-4621255	-443356
2443	2339	KULTHOR	40bfdb7ced4fd994	4279984	-4942790	-385510
2444	2340	REWUST	40bfe66000000000	3050000	-850000	-3150000
2445	2340	REWUST	40bfe66000000000	-3150000	-850000	3050000
2446	2341	XNOL XXVIII	40bffadfea2a3f5b	974288	-5519906	-1522296
2447	2342	NYMA	40bffdd2b55b6e4a	4011056	-4899534	-416736
2448	2343	BETAL FLISS	40c004c080e8f436	3942128	-5205316	-399683
2449	2344	PEKKA	40c005ec8c8ba4dc	3604272	-5232627	-434991
2450	2345	GM-E1-01	40c012b000000000	2750000	-1050000	-2850000
2451	2345	GM-E1-01	40c012b000000000	1650000	-2850000	-1750000
2452	2345	GM-E1-01	40c012b000000000	-1750000	-2850000	1650000
2453	2345	GM-E1-01	40c012b000000000	-2850000	-1050000	2750000
2454	2346	IONICA	40c01360382e4981	1870352	-6120454	-719006
2455	2347	IGNUS	40c01524501d3a1c	3128560	-6135234	-428993
2456	2348	TIBERIUS	40c0155385950857	-822864	-4092963	2445003
2457	2349	MERTON	40c01698eeaf59ca	647152	-4931870	-2580842
2458	2350	NYET	40c0175ea3c07a43	1450000	-4622831	-1229093
2459	2351	BRUSHED PLASMA	40c01fd6f38c2715	4379984	-4252941	-443191
2460	2352	GREY GOLD 07	40c02c6401d33c73	3635344	-5113073	-445496
2461	2353	YOUNG PRINC	40c03adf616749ec	3635344	-4313073	-529975
2462	2354	DURST	40c03f18848209ba	960720	-3883219	-2229668
2463	2355	KONRAD	40c0474740bb70bb	860720	-4744097	-2041113
2464	2356	ENDAREN I	40c04fa3aa1557d8	4755696	-4375095	-401376
2465	2357	FUTILE	40c054638043c3e3	3873200	-5739766	-376082
2466	2358	OAN	40c05477afb0ac81	-2653936	-705033	4468430
2467	2359	RAPPERS DELIGHT	40c05c2924817b7a	4379984	-3952941	-483794
2468	2360	YOUNG LIFE	40c069602604a58f	4279984	-5342790	-367461
2469	2361	CARISA	40c07595edd9eb95	2160720	-1174828	-3319778
2470	2362	SWEBUR	40c0763e24c3a76e	1863568	-5024170	-900202
2471	2363	CHEESE PLANET 60	40c076d6e291e10c	3328560	-4028964	-628581
2472	2364	JACOBUM	40c0810ca65009e4	4111056	-4395355	-467643
2473	2365	DALB-101	40c086df6f796bb5	3773200	-4846237	-462749
2474	2366	LIPP 001	40c08b1f0e16bfe5	3704272	-4430857	-516066
2475	2367	NO_LITHIUM	40c08b4bf3fd489c	310384	-4239337	-6437490
2476	2368	CADOR	40c08dd2e798ba5e	5507120	-6388421	-240910
2477	2369	SENIMA	40c09ff1b75c29ce	1418928	-5009998	-1197369
2478	2370	GAVON	40c0a22ef6769dc2	1981072	-2048511	-2098533
2479	2371	LONE BIRD	40c0a4be5c340e39	3466416	-3909260	-628840
2480	2372	SREVE	40c0c10ffba48f3f	3735344	-4373064	-525141
2481	2373	BLOU-4	40c0c1b21111d551	4486768	-5107317	-374395
2482	2374	QUASHBAUG	40c0d8f8f1abb36e	4348912	-4523012	-438529
2483	2375	INFANTIA	40c0f786ad2b7d89	4793552	-5197362	-348684
2484	2376	LUMIERE	40c1019309b1ec02	2990704	-4745929	-613453
2485	2377	RENDROK	40c1025872ba8268	2852848	-4890171	-624238
2486	2378	EMP	40c104c46f337d1a	1450000	-4822831	-1246018
2487	2379	COLD PS	40c114e0f9da37de	3973200	-4821255	-456559
2488	2380	AMATISTA	40c1253d8d43b141	3804272	-4398014	-524676
2489	2381	BIG PINKY	40c128d4b3f6a42f	3735344	-3673064	-640347
2490	2382	SLARMEK	40c13337c2d77ee1	2477136	-4803452	-740111
2491	2383	ASCS 2	40c13b1598ff1bd0	4517840	-4325313	-451468
2492	2384	ICELY	40c1480874583388	3021776	-4421918	-662179
2493	2385	SV7	40c148b711dbccbd	547152	-6444111	-2509830
2494	2386	LISTA 28	40c14bb2367cfb8f	4111056	-4295355	-501482
2495	2387	FROSTLIGHT	40c14defbd6a64a2	2132496	-4007520	-1036725
2496	2388	BLUE LOU	40c14ed20b4e6f6c	1994640	-3437547	-1292412
2497	2389	MIGUELMOURA	40c150cfef1164a2	3666416	-4076784	-593130
2498	2390	RATU(!LI)	40c17727ca955b89	2070352	-5932126	-728107
2499	2391	CORPUS	40c187e660a5c8e9	2714992	-3954079	-836102
2500	2392	K192	40c19178d3387e87	1053936	-3309433	-2578877
2501	2393	SUMU	40c1925428046aa5	3328560	-4728964	-571556
2502	2394	UPU-02	40c1925cb1218689	5162480	-4592639	-379458
2503	2395	URMAAN	40c19e995744fe45	2170352	-5025280	-827130
2504	2396	SERVICES 02	40c1a6de21e902d6	-375376	-5025457	4790905
2505	2397	CANPHORA I	40c1af74b70494c8	3159632	-5861048	-488959
2506	2398	VISVARUPA	40c1b0e60451a9da	2074288	-1798994	-2427302
2507	2399	NEDONOS	40c1c1e04f1a02b9	3773200	-4546237	-530012
2508	2400	ALCHEMIST	40c1d11b17a66943	4448912	-4340329	-472415
2509	2401	ASIMOV	40c1d366d47792fd	3466416	-6040059	-435910
2510	2402	CORON	40c1d5c7ee598265	1756784	-4533924	-1146443
2511	2403	GAURANGA	40c1e4029f8f4398	3804272	-4298014	-560218
2512	2404	THE GYPSY	40c1e831ac043ca4	2308208	-4917962	-807668
2513	2405	PARAAM	40c1edf03e9f97eb	4142128	-4182625	-529864
2514	2406	DELIRIUM	40c1f13ef995e92b	3297488	-6100747	-456650
2515	2407	IMPOSSIBLE	40c1f3ac8f8854ef	3973200	-4221255	-548021
2516	2408	GOOD DWARF	40c2038c4c973bed	3466416	-4309260	-617438
2517	2409	NEUROSA	40c21cb14990bc3a	2852848	-4028638	-806866
2518	2410	ERG	40c21d345571810c	2921776	-5619252	-564886
2519	2411	NULLSTAR	40c21e581920adeb	2646064	-4525340	-774714
2520	2412	ELYCIA MYSTIQUE	40c21e9a53202414	3766416	-3729610	-660428
2521	2413	AGRINODA	40c2206a88ad70d6	2270352	-3802262	-1075107
2522	2414	GOODNIGHT	40c23646e317f722	2356784	-2186750	-1809294
2523	2415	JIRON	40c24d77f8713838	2714992	-4354079	-792717
2524	2416	ORIONS LION	40c24dfde08d4ffd	3973200	-5021255	-469763
2525	2417	GARFIELDUS	40c24f13ded65f9d	2852848	-4528638	-725581
2526	2418	RUI MOURAO	40c24f16965de360	3090704	-4686833	-647137
2527	2419	LIQUID CRYSTAL	40c2511e5531aaf5	1863568	-5424170	-927775
2528	2420	OLD RED	40c25900069b0da0	4179984	-4425408	-507835
2529	2421	OBSTACLE	40c27e0ef3f4b418	4517840	-4425313	-473575
2530	2422	SMALL GAS	40c28f7a752e55c4	4142128	-4382625	-523481
2531	2423	TAHNGARTH	40c2954248310ece	3804272	-4198014	-595760
2532	2424	LITHSTOP-4	40c2960bf4889f07	2883920	-3923730	-840962
2533	2425	RED MASK	40c2a2814da1cc6b	4042128	-4393971	-537189
2534	2426	ZENNA	40c2a964e24b49cb	3059632	-5632348	-554450
2535	2427	FERRIUM-N002	40c2aab3f76d5d28	3428560	-4060293	-686548
2536	2428	SYDRIS	40c2ae500f3e7768	3159632	-4649345	-651088
2537	2429	UNLIL	40c2afcc9b54edde	2677136	-3984941	-896831
2538	2430	RAMA	40c2ba7ba078447b	4073200	-4302744	-547130
2539	2431	WRAECA	40c2d247f58db5bc	4379984	-4752941	-462900
2540	2432	HIDDE	40c2dbc73e755fca	4893552	-4526601	-435894
2541	2433	KYAN	40c2ddab5dc29f11	998576	-4955001	-1952192
2542	2434	CLOYSTAR	40c2eb07485d4610	4073200	-4402744	-540117
2543	2435	MOEBIUS PRIME	40c2fb4daf4f684c	3566416	-4354920	-625737
2544	2436	TRAKIG	40c2fc93636b5540	2101424	-4442806	-1041230
2545	2437	LOUISE MICHELLE	40c2fed3a84c5c14	4855696	-4421075	-453043
2546	2438	CABAL	40c30a34f97d7a10	2508208	-3870789	-1004086
2547	2439	KYRANDIA	40c3125c1832adcd	3359632	-4340447	-669628
2548	2440	SNOWMAN	40c312d2ab258de5	3666416	-4376784	-608561
2549	2441	BIBELOT	40c328f9ab2ba248	4586768	-4338966	-492917
2550	2442	CROWDINGMENT	40c32bfe430c2e71	2132496	-4307520	-1068608
2551	2443	NADALITAMBEM	40c338fc872912e3	3804272	-4098014	-631302
2552	2444	VB012-L	40c33c5d390ec380	822864	-5139184	-2328938
2553	2445	QUONYRON	40c33d00986fc9ac	5062480	-4312834	-451139
2554	2446	CLOCKWORK ORANGE	40c3497fb4372e73	5162480	-4492639	-425772
2555	2447	CLITORIA	40c3526164cff74f	3904272	-4065172	-623302
2556	2448	ACHATES	40c353318b660d2a	3466416	-4409260	-647355
2557	2449	B EXPRESS 5	40c35335de4fb934	-3687856	-760741	3526790
2558	2450	THEON	40c3533d600fe924	2577136	-5194196	-739158
2559	2451	WAIPOINT2	40c353d2943b54e2	4486768	-5207317	-423542
2560	2452	EORL	40c364ba2b0c4c57	785008	-4963289	-2548483
2561	2453	SPERBERA	40c369b8816f65c6	2132496	-4107520	-1134734
2562	2454	ANGLEGRINDERED	40c36a678c836ef9	2301424	-3538307	-1220758
2563	2455	SOLEDAD	40c36b8b84132852	4073200	-4702744	-519080
2564	2456	SEVLAR	40c36d5f28ca7a5d	1116080	-2928478	-3043292
2565	2457	BEAUTIEUS	40c37a4d74339753	4855696	-4621075	-444441
2566	2458	FENILIA	40c37a9e5af85886	5638192	-5004262	-353473
2567	2459	BIG MAMMA	40c38c8f04515e63	2852848	-4328638	-810524
2568	2460	TEDEKA	40c397c86e60957e	1160720	-3427984	-2521172
2569	2461	QUEEN	40c3981f26dcb379	4111056	-4595355	-531038
2570	2462	SAIYUKI MAX	40c3983e0ec4b0f4	337520	-6196594	-4796848
2571	2463	GOLDIE	40c39a6610f5f384	3328560	-5628964	-535686
2572	2464	WURSEY	40c39ac4d7e50154	3990704	-1561755	-1610515
2573	2465	LOVECRAFT	40c39acdd7dd2f5f	4448912	-4540329	-496923
2574	2466	ANJI	40c3a65eeafe14b0	3052848	-4343317	-758758
2575	2467	ODIE	40c3aa6baaaec86f	2339280	-5242070	-821097
2576	2468	GREY WIDOW	40c3b078e9ddfdc0	4517840	-4925313	-453040
2577	2469	KARHALATI FLISS	40c3b7be0d445cac	-2757872	-579032	6321942
2578	2469	KARHALATI FLISS	40c3b7be0d445cac	3635344	-5313073	-522680
2579	2470	8-GAVAHAV	40c3b9f10fbe1572	5231408	-4937658	-391000
2580	2471	TIAM	40c3bd49b3285026	1274288	-4443493	-1784892
2581	2472	DOULCHE	40c3c0695aafa734	1611056	3031222	2070828
2582	2473	DDER	40c3d4413fc89324	1167504	-4637930	-1874955
2583	2474	TRIATURN	40c3e9557af4f73e	4924624	-4489659	-461091
2584	2475	FORGOTTEN OF TIME	40c3f6f18a44110f	3566416	-4154920	-689821
2585	2476	ICE CUBE IV	40c3f84dc53c9bec	3773200	-5146237	-526559
2586	2477	SURYA	40c3f9119ba7a3f6	5262480	-4636210	-419139
2587	2478	LEUPREKOTA	40c3f9489822f17b	2646064	-4825340	-800943
2588	2479	TORMENTA	40c3f9707c034059	6251760	-5044996	-324250
2589	2480	FOORMWAH	40c3f97fd794d1cd	3804272	-4598014	-584664
2590	2481	AGRADONIOUS	40c3fee9fbe30070	3259632	-3797415	-827087
2591	2482	KHEMIA	40c41b10bcd627e3	3873200	-4320561	-615148
2592	2483	THIRD WIND	40c41d02ab42b4f6	3159632	-4349345	-749365
2593	2484	ALGOL II	40c426a8873452cd	3190704	-4427738	-730295
2594	2485	FERRET	40c42898ebc27664	1963568	-4622659	-1137083
2595	2486	ENDOS	40c45537886f0889	2852848	-4728638	-771710
2596	2487	BULLEN	40c45593b6d58b12	3090704	-4586833	-734393
2597	2488	FERMONIDUS	40c4562a9e19e42a	1343216	-4776878	-1622774
2598	2489	ADRASTHEA	40c457e854df12a2	3497488	-4108808	-724805
2599	2490	AURALA	40c4583160032b82	4855696	-5021075	-427237
2600	2491	MYRIAD	40c46410a3d29063	1098576	-4614416	-2059487
2601	2492	VOLTAIC	40c4676fd8928b7d	3735344	-4873064	-573923
2602	2493	FRISOFORA	40c484a6bb7fa951	4142128	-4282625	-592209
2603	2494	SILNIH	40c48506b56d2aaa	-1766416	6455599	-921319
2604	2495	ADURS	40c488483a783c6c	1312144	-5430606	-1475295
2605	2496	STATORPERT	40c49c393f7bbeca	2646064	-4925340	-809686
2606	2497	WISDOM	40c49e7c57ea9c84	3873200	-4620561	-589895
2607	2498	MINER	40c4b38f156a99db	6082832	-5024378	-346802
2608	2499	FELANA	40c4b4f3fe81bc6f	3466416	-4809260	-635953
2609	2500	FARA	40c4b6c56450b4ed	2101424	-5342806	-944604
2610	2501	PINACLE	40c4ba613ad2064d	3804272	-4498014	-620206
2611	2502	WARFALGOSHMA	40c4c912a49b8686	4379984	-4552941	-533660
2612	2503	WESCONDIA	40c4cb91c7447d5a	3735344	-4573064	-623297
2613	2504	TURE(LI)	40c4cc15d1237227	2001424	-5963984	-892071
2614	2505	KORGAN	40c4cf12f8d9f8f8	1443216	-4355381	-1694967
2615	2506	OHSOLONELY	40c4e35182496a5a	3159632	-4949345	-683883
2616	2507	HEAVENLY	40c4e5d0abab1cca	3666416	-4676784	-623993
2617	2508	GOVINDA	40c4f321cd61dce8	3766416	-4329610	-657766
2618	2509	FUEL STAR 1	40c4fa7976927d60	2508208	-4370789	-979759
2619	2510	OMNICRON	40c50ceef7caa9fe	5369264	-4544774	-441678
2620	2511	STELLA A MOERTE	40c50ef26268eb21	2783920	-5342560	-724918
2621	2512	SKONNOS	40c5120d1dc77905	753936	-5628283	-2542346
2622	2513	HEMOHES	40c52183a75381ed	2952848	-4048045	-905111
2623	2514	FUTURE REFERENCE	40c521face7c153e	4517840	-4625313	-517790
2624	2515	DISTROPHIKA	40c5226ff1adb419	2746064	-4223250	-933050
2625	2516	BUDO	40c52b331f87a6d3	3428560	-4460293	-708745
2626	2517	NAUSEUM	40c54200cf9e6de0	3052848	-4443317	-802373
2627	2518	SPYRA	40c54244faf96650	4279984	-4628393	-549462
2628	2519	KUNTIDEVI	40c54749f8c224c3	3835344	-4333056	-655559
2629	2520	LINUX	40c548033bb6877f	2132496	-4507520	-1133554
2630	2521	MUNUS	40c54ca2ae0074af	1687856	-4844923	-1333565
2631	2522	NURSE	40c55c396331c97a	3190704	-4527738	-757022
2632	2523	WORLD SIEGER	40c5690372a5598a	3052848	-4243317	-846214
2633	2524	DYNAMIIS	40c569433e1af81f	3459632	-4295682	-737647
2634	2525	TARIA	40c57099b50393cf	1047152	-3482904	-3009819
2635	2526	HUNTER	40c5713668b0868a	1167504	-4837930	-1943668
2636	2527	FIRST DISAPPOINTMENT	40c57d2812e6410a	3428560	-4360293	-735964
2637	2528	MADNESS	40c5803bddb8837b	4279984	-4428393	-580816
2638	2529	LITHBEARER -O1	40c58aaad702cff4	3973200	-5521255	-502772
2639	2530	GOONBOY	40c5952466a9f837	4279984	-4328393	-596492
2640	2531	HAERNAS	40c59c1a85ab5dd2	1487856	-6333001	-1174221
2641	2532	SOCUM	40c5a2731b13cf74	1167504	-4620037	-2053593
2642	2533	ILLUSIONIA	40c5a359abbf9ad3	4279984	-4228393	-612169
2643	2534	PETROBRAS	40c5b97bb985375d	2814992	-4659155	-848079
2644	2535	GLORY	40c5c2433212766c	2163568	-4286571	-1201227
2645	2536	EYEBURNER	40c5cd7a10d3e8a2	2470352	-4042597	-1117789
2646	2537	PROXIMA OMNIBUS	40c5db5022a3928b	3973200	-3825956	-736163
2647	2538	GWARG	40c5e34ecb8bb673	3766416	-4529610	-656879
2648	2539	FOOLSFUEL	40c5e881f0cc2b56	3359632	-4045485	-825306
2649	2540	NEK 0	40c5e92c1eb4f1ac	3904272	-4565172	-629407
2650	2541	PLASMACHILD	40c5e9942c164340	3428560	-5260293	-622069
2651	2542	ELMYRA	40c601bf92cc49b5	4211056	-4491175	-595767
2652	2543	GAS STATION	40c618c523ac05e4	4586768	-4538966	-543419
2653	2544	SEK	40c6302a41355dd8	1436432	-3786235	-2088807
2654	2545	INDICATOR	40c64309db73eb16	2467504	-1368086	-3376450
2655	2546	ASDEV	40c64607913d7c0d	1825712	-5011857	-1246317
2656	2547	RASANI	40c6482878fb5df0	3904272	-4465172	-654400
2657	2548	SUNDANCE + CASSIDY	40c64de97e19908f	2677136	-4584941	-930369
2658	2549	SAL9000	40c65d2ed333ede3	816080	-5243706	-2675767
2659	2550	CAROTINE	40c65f57365440fe	2952848	-4148045	-935187
2660	2551	PARNIA	40c65f69f35e3c92	2846064	-3921160	-1026430
2661	2552	CORTA'YO	40c6602ed1d7d57d	5262480	-4336210	-502049
2662	2553	CHARON'S SHIP	40c676248e1dacb6	4479984	-4463093	-575170
2663	2554	TASANDRA	40c68e4e4b96fcd7	5300336	-4942418	-440846
2664	2555	AKAISA	40c68fd480033c21	5469264	-6372338	-331449
2665	2556	ARCATERA	40c691890deed56a	3459632	-4395682	-759830
2666	2557	LIGHTHOUSE	40c69d64f8e69e97	3904272	-4365172	-679394
2667	2558	BURON	40c6a2b83bf0a408	2270352	-5002262	-1020476
2668	2559	XNO 1	40c6d475ded3a2ca	4686768	-4339542	-574721
2669	2560	XNOL II	40c6d66ea9b43771	-4125712	-741072	3824385
2670	2561	BEELZABUB	40c6dbbb194d2cb1	4755696	-4489030	-548211
2671	2562	TSLAN	40c6ed81585cff8a	2132496	-5007520	-1099311
2672	2563	VB004	40c6f154672d5f41	2952848	-4448045	-894343
2673	2564	BUOY	40c6f93680983ecf	4548912	-4726574	-547070
2674	2565	TERRANOVA	40c6fb2ad31ea0e1	4211056	-4391175	-636311
2675	2566	GAS STATION.2	40c70217fea99f6a	4993552	-4486913	-525769
2676	2567	FUTTERMAN	40c70314bb85387b	3159632	-5049345	-738505
2677	2568	GREY MOTHER	40c713a06663a3ef	4242128	-4471280	-622913
2678	2569	SOLITARIA	40c7172ee15e6c40	3835344	-4633056	-665323
2679	2570	OCIPORT	40c71991c829b8a6	885008	-5065379	-2638278
2680	2571	HELEN	40c719e5d6dcac5a	4173200	-4384233	-646459
2681	2572	JOMNIA	40c71cc3f5ce336e	5024624	-4042805	-582543
2682	2573	HANDEN4	40c726364bdcaf89	3497488	-4808808	-704715
2683	2574	CEC	40c74d17a65d31f8	4142128	-5082625	-566677
2684	2575	SULETE	40c75e5b349e82d3	3973200	-4325956	-696113
2685	2576	GREY FOOL 03	40c76495627c2086	3973200	-4725956	-637858
2686	2577	BLUEMUG	40c779ee9afd3847	2270352	-5687361	-930884
2687	2578	YELLOW MOTHER	40c77b21fbfeea34	1267504	-4880605	-1943405
2688	2579	AMATERASU	40c77be79bbe9f79	3259632	-4697415	-785262
2689	2580	KLEEMAN	40c77d92ad3aa749	3221776	-4389395	-850477
2690	2581	QUINT	40c78312fcaaf8fd	4448912	-5540329	-488394
2691	2582	BORGES	40c790a99921bf39	4755696	-4389030	-578038
2692	2583	WALT WHITMAN	40c794185bcfe9f7	-4839280	-712184	3502782
2693	2584	PROTUS	40c7a08302f0a531	1329648	-3832069	-2374152
2694	2585	ORANGE PEARL	40c7ba432000357f	3121776	-4655657	-835874
2695	2586	DIVINE GRAYS	40c7c1798c3f69fc	3459632	-4495682	-782012
2696	2587	LITHIUM-SOURCE	40c7c1a7a1d6d5e3	3766416	-4929610	-655105
2697	2588	RCGOOD	40c7c1dd70bac62b	2677136	-4342507	-1046299
2698	2589	WARMFILLING	40c7d8c19d062959	5638192	-6304262	-343498
2699	2590	GILGAMESH	40c7d94f5782de45	4211056	-4791175	-605208
2700	2591	GRIMMY	40c7db3aac005d9d	3559632	-3619846	-947936
2701	2592	LIFRA	40c7e71ee3f97309	3221776	-4589395	-827691
2702	2593	CONCENTRUS 2	40c7ed7e3ef65b45	3835344	-5033056	-634651
2703	2594	AIRA	40c807b9110a5b44	4142128	-4582625	-648170
2704	2595	LAURANIS	40c813d4cfae9ace	4311056	-4186995	-682959
2705	2596	GORT 42	40c81d635acc3dd6	3052848	-5043317	-801922
2706	2597	NEWA	40c831ac94c14e34	1681072	-4038936	-1824421
2707	2598	KILLING STAR	40c8347560111efb	1698576	-2677692	-2724758
2708	2599	TOHO	40c83768c8f637aa	4755696	-4289030	-607865
2709	2600	BULBI	40c838668c1fbe60	2101424	-6142806	-960659
2710	2601	CROSSED	40c839f000000000	1550000	-4850000	-1650000
2711	2601	CROSSED	40c839f000000000	-1650000	-4850000	1550000
2712	2602	QUARTZ	40c84103e68876ac	3666416	-4331653	-781911
2713	2603	BLIGHT	40c846d35a516c5a	4686768	-4539542	-584216
2714	2604	GIRANDAN	40c8487889a2d7b8	4311056	-4386995	-657390
2715	2605	FOOL'S ERRAND	40c8505cd4d244a0	2539280	-4280565	-1145284
2716	2606	FALKENHARDT	40c86635e77dcd1c	2570352	-4004679	-1213630
2717	2607	UNFRUITFUL	40c8671084eb10dc	4311056	-4586995	-631821
2718	2608	ORSINAI	40c868ee1fe00d53	3735344	-5373064	-622706
2719	2609	PSYR	40c869246c17c2dd	4648912	-4143891	-648770
2720	2610	FUTILE GLOW	40c87b376fec5c5a	3935344	-4424120	-719938
2721	2611	JIMPLANET	40c87dfb30922cf4	3528560	-4522694	-785781
2722	2612	HOPPER	40c87edd3042b799	2025712	-4666774	-1326670
2723	2613	GRINTAGRIOUS	40c8826378883c10	2777136	-3826086	-1180999
2724	2614	OPTIMUS PRIME	40c886dcb214d36d	5062480	-5212834	-475854
2725	2615	STREYKARP	40c8885000000000	1650000	-4350000	-1750000
2726	2615	STREYKARP	40c8885000000000	-1750000	-4350000	1650000
2727	2616	TARASOV	40c888b4e6cfb812	3973200	-4425956	-714317
2728	2617	MESSEIR	40c88edcefad1324	1956784	-4037178	-1591634
2729	2618	LIGHTTOWER	40c891406aa3ca5f	4755696	-4989030	-530150
2730	2619	SOLARIS LUPUS	40c89686bbc5414a	3766416	-4629610	-721972
2731	2620	NORMALITY	40c896b112beedfa	3728560	-3416425	-988306
2732	2621	LYNCH	40c896b69ca5c617	3735344	-5273064	-639164
2733	2622	ANA	40c89de8557218f0	4479984	-4363093	-644809
2734	2623	FULOFUEL	40c8adb2db5b1ab5	4855696	-4127844	-630397
2735	2624	FREE FUEL FOR ALL	40c8ae864d29b2d5	4648912	-4343891	-625771
2736	2625	ENGIROTORTES MAJOR	40c8b46d36f5af14	2952848	-4848045	-883575
2737	2626	VARCIR VUDLAH	40c8b9d000000000	1550000	-4950000	-1650000
2738	2626	VARCIR VUDLAH	40c8b9d000000000	-1650000	-4950000	1550000
2739	2627	TERGIVERSATION	40c8be4ce8bac3d9	3152848	-4238818	-947940
2740	2628	TWO DAUGHTERS	40c8c7837f1f913c	3835344	-4433056	-746195
2741	2629	CHEK	40c8d4fa949d0b78	4142128	-4782625	-641787
2742	2630	MINOA G/0	40c8ef8297004bf1	4173200	-4584233	-667350
2743	2631	GONTURAN	40c8f00cdd942092	5062480	-4612834	-546758
2744	2632	NURVAN	40c8f916a007d4c7	3459632	-4595682	-804194
2745	2633	DEPOT2	40c90bf7936c326e	4617840	-4849796	-572610
2746	2634	BENNY MAJOR	40c9167e0505ce6a	3121776	-4855657	-847391
2747	2635	GREAT LADY	40c925939a20ac17	2163568	-4986571	-1193383
2748	2636	GM-E1-02	40c941f000000000	2750000	-1650000	-2850000
2749	2636	GM-E1-02	40c941f000000000	-2850000	-1650000	2750000
2750	2637	SMITH	40c94759b574f3e6	4617840	-4549796	-616019
2751	2638	ELOHIM	40c952cb48b6195a	3290704	-4437570	-887888
2752	2639	PROMAT	40c9543446f2e33e	1756784	-6033924	-1223400
2753	2640	MILLER	40c959303662c3f5	2777136	-4875685	-958490
2754	2641	SOL BIANCA 1	40c959ab3dfe8f7b	3290704	-4337570	-909321
2755	2642	LAXIUS	40c962f0bd2344a2	4273200	-3965722	-767003
2756	2643	SINCLAIR	40c96a64c619220e	2570352	-4204679	-1204051
2757	2644	B EXPRESS 7	40c96a95a56211f9	-5263568	-539063	4586309
2758	2645	MOUSE	40c96ae7b045f856	4479984	-4563093	-636603
2759	2646	FUEL	40c96c07bd0bc799	2570352	-4504679	-1124147
2760	2647	LONEWOLF	40c97a257fbc39a3	5431408	-4570202	-525500
2761	2648	WUNDERLICH	40c97dd5fcaf3167	2332496	-4519761	-1238026
2762	2649	SIGLAR-1	40c981d9eb98fcd4	1467504	-3757636	-2368314
2763	2650	QUIETBONE	40c98303a06f852b	6382832	-3560485	-574762
2764	2651	HANAARAST	40c9830657e0f299	1053936	-4524978	-2738928
2765	2652	GRAND EASEL	40c98609a1ea326b	2677136	-4642507	-1051450
2766	2653	FLYING A	40c99a4748b933bf	1160720	-4627984	-2440257
2767	2654	OCTOBER	40c9a01bc008eec1	4004272	-4232329	-774173
2768	2655	PUERIBUS	40c9b136f76addd4	3866416	-4513508	-753788
2769	2656	TRALFAMAGORIA	40c9d12f1bbda765	3904272	-4765172	-710492
2770	2657	AMBIENT	40c9d6873ec76feb	2877136	-4366430	-1053033
2771	2658	HEATER	40c9e0d99d566760	4173200	-4684233	-677795
2772	2659	PELLUCIDAR	40c9e23763496bf7	-3539280	-1680833	2227697
2773	2660	LUCID BLUE	40c9e54dee3aeb13	3966416	-4066334	-822047
